Step 0:    (2022-05-08 19:08:00.686273)
    training adv accuracy 88.0%
    54.26464880851936 examples per second
Step 29500:    (2022-05-09 05:56:57.053384)
    training nat accuracy 90.0%
    training adv accuracy 86.0%
    60.894761359966054 examples per second
Step 29600:    (2022-05-09 05:58:28.807726)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    54.51162651664633 examples per second
Step 29700:    (2022-05-09 06:00:01.265655)
    training nat accuracy 96.0%
    training adv accuracy 90.0%
    54.13526853864851 examples per second
Step 29800:    (2022-05-09 06:01:26.114085)
    training nat accuracy 96.0%
    training adv accuracy 78.0%
    59.018669250186115 examples per second
Step 29900:    (2022-05-09 06:02:58.183962)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    54.324934922409064 examples per second
Step 30000:    (2022-05-09 06:04:30.738673)
    training nat accuracy 100.0%
    training adv accuracy 82.0%
    54.041327096104006 examples per second
Step 30100:    (2022-05-09 06:05:53.897324)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    60.22067540193361 examples per second
Step 30200:    (2022-05-09 06:07:24.680449)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    55.09358786342945 examples per second
Step 30300:    (2022-05-09 06:08:56.804786)
    training nat accuracy 98.0%
    training adv accuracy 80.0%
    54.29308019927223 examples per second
Step 30400:    (2022-05-09 06:10:18.710180)
    training nat accuracy 94.0%
    training adv accuracy 78.0%
    61.15427561541924 examples per second
Step 30500:    (2022-05-09 06:11:48.898816)
    training nat accuracy 100.0%
    training adv accuracy 88.0%
    55.45775680978113 examples per second
Step 30600:    (2022-05-09 06:13:21.340897)
    training nat accuracy 100.0%
    training adv accuracy 88.0%
    54.106914918805884 examples per second
Step 30700:    (2022-05-09 06:14:43.591837)
    training nat accuracy 98.0%
    training adv accuracy 82.0%
    60.87997331479324 examples per second
Step 30800:    (2022-05-09 06:16:15.249139)
    training nat accuracy 94.0%
    training adv accuracy 82.0%
    54.60650863322613 examples per second
Step 30900:    (2022-05-09 06:17:47.673627)
    training nat accuracy 98.0%
    training adv accuracy 80.0%
    54.11708233802354 examples per second
Step 31000:    (2022-05-09 06:19:10.925223)
    training nat accuracy 98.0%
    training adv accuracy 86.0%
    60.15016453229519 examples per second
Step 31100:    (2022-05-09 06:20:42.655213)
    training nat accuracy 100.0%
    training adv accuracy 94.0%
    54.526421169396045 examples per second
Step 31200:    (2022-05-09 06:22:15.078382)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    54.1175345840026 examples per second
Step 31300:    (2022-05-09 06:23:37.806460)
    training nat accuracy 98.0%
    training adv accuracy 76.0%
    60.5297494128549 examples per second
Step 31400:    (2022-05-09 06:25:06.040561)
    training nat accuracy 94.0%
    training adv accuracy 76.0%
    56.68763356688607 examples per second
Step 31500:    (2022-05-09 06:26:36.422807)
    training nat accuracy 96.0%
    training adv accuracy 84.0%
    55.33980806872712 examples per second
Step 31600:    (2022-05-09 06:27:59.954196)
    training nat accuracy 98.0%
    training adv accuracy 84.0%
    59.95186149126291 examples per second
Step 31700:    (2022-05-09 06:29:31.342855)
    training nat accuracy 96.0%
    training adv accuracy 84.0%
    54.730984419313046 examples per second
Step 31800:    (2022-05-09 06:31:03.814083)
    training nat accuracy 96.0%
    training adv accuracy 72.0%
    54.08990217528811 examples per second
Step 31900:    (2022-05-09 06:32:27.714452)
    training nat accuracy 98.0%
    training adv accuracy 82.0%
    59.73261849762594 examples per second
Step 32000:    (2022-05-09 06:33:59.203734)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    54.66964618322109 examples per second
Step 32100:    (2022-05-09 06:35:31.582676)
    training nat accuracy 96.0%
    training adv accuracy 84.0%
    54.14333915306472 examples per second
Step 32200:    (2022-05-09 06:36:54.193106)
    training nat accuracy 98.0%
    training adv accuracy 80.0%
    60.61892308666793 examples per second
Step 32300:    (2022-05-09 06:38:25.666570)
    training nat accuracy 98.0%
    training adv accuracy 84.0%
    54.67983080321548 examples per second
Step 32400:    (2022-05-09 06:39:57.954820)
    training nat accuracy 98.0%
    training adv accuracy 86.0%
    54.196690484199706 examples per second
Step 32500:    (2022-05-09 06:41:20.324630)
    training nat accuracy 94.0%
    training adv accuracy 84.0%
    60.78583053574141 examples per second
Step 32600:    (2022-05-09 06:42:51.705391)
    training nat accuracy 98.0%
    training adv accuracy 84.0%
    54.73583348099591 examples per second
Step 32700:    (2022-05-09 06:44:24.319793)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    54.006311602115574 examples per second
Step 32800:    (2022-05-09 06:45:46.985342)
    training nat accuracy 98.0%
    training adv accuracy 76.0%
    60.580113842510414 examples per second
Step 32900:    (2022-05-09 06:47:18.302240)
    training nat accuracy 96.0%
    training adv accuracy 88.0%
    54.77300593661221 examples per second
Step 33000:    (2022-05-09 06:48:51.004717)
    training nat accuracy 96.0%
    training adv accuracy 88.0%
    53.99654539178596 examples per second
Step 33100:    (2022-05-09 06:50:13.316114)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    60.84475600206617 examples per second
Step 33200:    (2022-05-09 06:51:44.381700)
    training nat accuracy 98.0%
    training adv accuracy 82.0%
    54.92449589237917 examples per second
Step 33300:    (2022-05-09 06:53:16.822787)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    54.10691499405731 examples per second
Step 33400:    (2022-05-09 06:54:40.314632)
    training nat accuracy 92.0%
    training adv accuracy 82.0%
    59.96412309982193 examples per second
Step 33500:    (2022-05-09 06:56:10.585342)
    training nat accuracy 98.0%
    training adv accuracy 94.0%
    55.40930218839694 examples per second
Step 33600:    (2022-05-09 06:57:43.109971)
    training nat accuracy 98.0%
    training adv accuracy 84.0%
    54.0588043050365 examples per second
Step 33700:    (2022-05-09 06:59:05.368871)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    60.88028274073805 examples per second
Step 33800:    (2022-05-09 07:00:37.074260)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.54089026371559 examples per second
Step 33900:    (2022-05-09 07:02:09.462305)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    54.13833172718559 examples per second
Step 34000:    (2022-05-09 07:03:34.522786)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    58.871916454900315 examples per second
Step 34100:    (2022-05-09 07:05:06.326718)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    54.52039437775078 examples per second
Step 34200:    (2022-05-09 07:06:38.365691)
    training nat accuracy 94.0%
    training adv accuracy 82.0%
    54.34356367675791 examples per second
Step 34300:    (2022-05-09 07:08:00.961006)
    training nat accuracy 98.0%
    training adv accuracy 86.0%
    60.618275237006124 examples per second
Step 34400:    (2022-05-09 07:09:32.649984)
    training nat accuracy 100.0%
    training adv accuracy 86.0%
    54.550141858494065 examples per second
Step 34500:    (2022-05-09 07:11:04.714927)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    54.32920702138838 examples per second
Step 34600:    (2022-05-09 07:12:27.916703)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    60.17830575118257 examples per second
Step 34700:    (2022-05-09 07:13:59.821060)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    54.42282340313573 examples per second
Step 34800:    (2022-05-09 07:15:32.227108)
    training nat accuracy 92.0%
    training adv accuracy 78.0%
    54.12735708680246 examples per second
Step 34900:    (2022-05-09 07:16:56.510408)
    training nat accuracy 98.0%
    training adv accuracy 86.0%
    59.41108368151871 examples per second
Step 35000:    (2022-05-09 07:18:27.791045)
    training nat accuracy 96.0%
    training adv accuracy 84.0%
    54.794362750443405 examples per second
Step 35100:    (2022-05-09 07:20:00.409217)
    training nat accuracy 94.0%
    training adv accuracy 78.0%
    54.00414464923583 examples per second
Step 35200:    (2022-05-09 07:21:23.974569)
    training nat accuracy 100.0%
    training adv accuracy 90.0%
    59.981642961737585 examples per second
Step 35300:    (2022-05-09 07:22:54.432719)
    training nat accuracy 96.0%
    training adv accuracy 94.0%
    55.29281516286468 examples per second
Step 35400:    (2022-05-09 07:24:26.704500)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.206726099529014 examples per second
Step 35500:    (2022-05-09 07:25:49.601829)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    60.405850046395024 examples per second
Step 35600:    (2022-05-09 07:27:21.018052)
    training nat accuracy 98.0%
    training adv accuracy 84.0%
    54.71398338712939 examples per second
Step 35700:    (2022-05-09 07:28:53.330476)
    training nat accuracy 94.0%
    training adv accuracy 80.0%
    54.183193488101644 examples per second
Step 35800:    (2022-05-09 07:30:14.968052)
    training nat accuracy 98.0%
    training adv accuracy 98.0%
    61.32731696441536 examples per second
Step 35900:    (2022-05-09 07:31:45.699781)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    55.12597261854651 examples per second
Step 36000:    (2022-05-09 07:33:17.920025)
    training nat accuracy 98.0%
    training adv accuracy 88.0%
    54.23687069602405 examples per second
Step 36100:    (2022-05-09 07:34:41.479313)
    training nat accuracy 96.0%
    training adv accuracy 92.0%
    59.92815958455447 examples per second
Step 36200:    (2022-05-09 07:36:12.333889)
    training nat accuracy 98.0%
    training adv accuracy 80.0%
    55.05081163299168 examples per second
Step 36300:    (2022-05-09 07:37:44.652898)
    training nat accuracy 94.0%
    training adv accuracy 84.0%
    54.220100900730465 examples per second
Step 36400:    (2022-05-09 07:39:09.633489)
    training nat accuracy 92.0%
    training adv accuracy 76.0%
    58.92147591583855 examples per second
Step 36500:    (2022-05-09 07:40:40.912553)
    training nat accuracy 98.0%
    training adv accuracy 82.0%
    54.79448701671793 examples per second
Step 36600:    (2022-05-09 07:42:13.239290)
    training nat accuracy 100.0%
    training adv accuracy 86.0%
    54.17435579601379 examples per second
Step 36700:    (2022-05-09 07:43:36.310037)
    training nat accuracy 100.0%
    training adv accuracy 86.0%
    60.29287860268905 examples per second
Step 36800:    (2022-05-09 07:45:07.292159)
    training nat accuracy 98.0%
    training adv accuracy 90.0%
    54.9740913240237 examples per second
Step 36900:    (2022-05-09 07:46:39.484878)
    training nat accuracy 100.0%
    training adv accuracy 96.0%
    54.25268904716714 examples per second
Step 37000:    (2022-05-09 07:48:02.411568)
    training nat accuracy 92.0%
    training adv accuracy 84.0%
    60.38888823951944 examples per second
Step 37100:    (2022-05-09 07:49:33.334947)
    training nat accuracy 98.0%
    training adv accuracy 84.0%
    55.01026853895783 examples per second
Step 37200:    (2022-05-09 07:51:05.452115)
    training nat accuracy 98.0%
    training adv accuracy 92.0%
    54.29741945601706 examples per second
Step 37300:    (2022-05-09 07:52:28.991788)
    training nat accuracy 98.0%
    training adv accuracy 78.0%
    59.949101723017016 examples per second
Step 37400:    (2022-05-09 07:53:59.294178)
    training nat accuracy 96.0%
    training adv accuracy 82.0%
    55.43191962212817 examples per second
Step 37500:    (2022-05-09 07:55:31.477063)
    training nat accuracy 96.0%
    training adv accuracy 76.0%
    54.258858044566075 examples per second
Step 37600:    (2022-05-09 07:56:55.347304)
    training nat accuracy 98.0%
    training adv accuracy 86.0%
    59.69487312739346 examples per second
Step 37700:    (2022-05-09 07:58:25.985724)
    training nat accuracy 98.0%
    training adv accuracy 96.0%
    55.183505775922555 examples per second
Step 37800:    (2022-05-09 07:59:58.162699)
    training nat accuracy 100.0%
    training adv accuracy 94.0%
    54.2626379630844 examples per second
Step 37900:    (2022-05-09 08:01:19.956476)
    training nat accuracy 100.0%
    training adv accuracy 92.0%
    61.22168167500497 examples per second
Step 38000:    (2022-05-09 08:02:51.395427)
    training nat accuracy 98.0%
    training adv accuracy 84.0%
    54.70001768564912 examples per second
Step 38100:    (2022-05-09 08:04:23.655444)
    training nat accuracy 96.0%
    training adv accuracy 80.0%
    54.21348592884285 examples per second
Step 38200:    (2022-05-09 08:05:47.872268)
    training nat accuracy 96.0%
    training adv accuracy 92.0%
    59.45914268664728 examples per second
Step 38300:    (2022-05-09 08:07:19.359053)
    training nat accuracy 100.0%
    training adv accuracy 88.0%
    54.67018756330138 examples per second
Step 38400:    (2022-05-09 08:08:51.396664)
    training nat accuracy 100.0%
    training adv accuracy 80.0%
    54.344142468550906 examples per second
Step 38500:    (2022-05-09 08:10:12.047995)
    training nat accuracy 100.0%
